Data;ID_venda;Filial;Vendedor;Nome_produto;Nome_cliente;Genero_cliente;Forma_pagamento
24/03/2024;367174;Curitiba;Sr. Luan Fernandes;Cambio;Rhavi Novais;Masculino;Cartão de crédito
23/03/2024;406155;Belo Horizonte;Dr. Marcelo Teixeira;Palace;Henry da Mota;Masculino;Cartão de débito
26/03/2024;192204;Curitiba;Oliver Sales;Palace;Giovanna Peixoto;Feminino;PIX
20/03/2024;472417;Rio de Janeiro;Dr. Luigi Nascimento;Jordan;Sra. Lara Almeida;Feminino;Cartão de crédito
03/03/2024;736586;Rio de Janeiro;João Miguel Fonseca;Anabela;Dr. Theo Rios;Feminino;Cartão de crédito
15/03/2024;300796;São Paulo;Nathan Montenegro;Havaianas;Julia Rios;Feminino;Cartão de débito
31/03/2024;859230;Belo Horizonte;Francisco Macedo;Mercurial;Luiza da Costa;Masculino;Cartão de débito
26/03/2024;475944;Belo Horizonte;Clarice Nogueira;Palace;Sr. Marcelo Sales;Masculino;Cartão de crédito
09/03/2024;266382;Rio de Janeiro;Pedro Aparecida;Blazer;Léo Fogaça;Masculino;PIX
27/03/2024;783887;Curitiba;Oliver Sales;Vermelha;Alice Albuquerque;Feminino;PIX
19/03/2024;588637;Rio de Janeiro;Rafaela Rodrigues;Topper;Dr. Benjamin Vasconcelos;Feminino;PIX
28/03/2024;361346;Rio de Janeiro;Pedro Aparecida;Rasteira;Sra. Letícia Câmara;Masculino;PIX
20/03/2024;637418;Rio de Janeiro;Leandro da Costa;Jordan;Alexia Cirino;Feminino;Cartão de crédito
15/03/2024;177484;Curitiba;Gael Henrique Siqueira;Alpargata;Benicio Cassiano;Feminino;Cartão de débito
15/03/2024;442727;São Paulo;Nathan Montenegro;Nemeziz;Maria Fernanda da Rosa;Masculino;Cartão de crédito
02/03/2024;614162;São Paulo;Pietro Alves;Schutz;Gabriela Silva;Feminino;Cartão de débito
26/03/2024;974648;Belo Horizonte;Dr. Luan Borges;Nemeziz;Maria Luísa Novaes;Feminino;PIX
27/03/2024;308542;São Paulo;Murilo Cavalcante;Melissa;Clara Pastor;Masculino;Cartão de débito
28/03/2024;952073;Porto Alegre;Enzo Gabriel Guerra;Tiririca;Gael Henrique Souza;Masculino;PIX
24/03/2024;541375;Rio de Janeiro;João da Luz;Palace;Maria Isis Cassiano;Feminino;PIX
24/03/2024;111844;Rio de Janeiro;João Miguel Fonseca;Anabela;Noah Freitas;Masculino;Cartão de crédito
17/03/2024;771191;São Paulo;Pietro Alves;Copa;Maria Helena Garcia;Feminino;PIX
15/03/2024;161609;Belo Horizonte;Clarice Nogueira;Vermelha;Luara das Neves;Masculino;Cartão de débito
29/03/2024;742123;Porto Alegre;Igor Porto;Topper;João Miguel Leão;Feminino;Cartão de débito
08/03/2024;432647;Curitiba;Oliver Sales;Tiririca;Kamilly Rezende;Masculino;Cartão de crédito
24/03/2024;931011;Rio de Janeiro;Dr. Breno Ramos;Tiririca;Isabela Costa;Masculino;Cartão de débito
22/03/2024;375919;Curitiba;Pedro Henrique Casa Grande;Nemeziz;Otto Carvalho;Masculino;PIX
21/03/2024;701873;São Paulo;Theo da Cruz;Topper;Srta. Carolina Castro;Feminino;PIX
03/03/2024;918628;São Paulo;Pietro Alves;Jordan;Maitê Siqueira;Masculino;PIX
13/03/2024;826173;Rio de Janeiro;Leandro da Costa;Predator;Isabel Novaes;Feminino;PIX
21/03/2024;454718;Curitiba;Oliver Sales;Anabela;Matheus Farias;Masculino;PIX
07/03/2024;530629;Porto Alegre;Mathias Leão;Dunk;José Freitas;Feminino;Cartão de débito
14/03/2024;976568;Belo Horizonte;Francisco Macedo;Vizzano;Augusto Rios;Masculino;Cartão de débito
24/03/2024;218123;Rio de Janeiro;Leandro da Costa;Jordan;Emilly Duarte;Masculino;Cartão de crédito
02/03/2024;253542;Rio de Janeiro;Leandro da Costa;Havaianas;Isabela Mendes;Feminino;Cartão de crédito
15/03/2024;407922;Belo Horizonte;Dr. Luan Borges;X;Vicente Camargo;Feminino;Cartão de débito
29/03/2024;216138;Curitiba;Oliver Sales;Nemeziz;Sra. Maya Correia;Feminino;PIX
18/03/2024;430259;Rio de Janeiro;Dr. Breno Ramos;Alpargata;Bella Fonseca;Masculino;Cartão de crédito
18/03/2024;915532;Porto Alegre;Isabelly Cirino;Lacoste;Nicole das Neves;Masculino;Cartão de débito
22/03/2024;984384;Rio de Janeiro;João Miguel Fonseca;Copa;Larissa Nunes;Feminino;Cartão de débito
27/03/2024;945891;Rio de Janeiro;Pedro Aparecida;Anabela;Sra. Isabela Ramos;Masculino;PIX
31/03/2024;647357;Belo Horizonte;Dr. Marcelo Teixeira;Copa;Srta. Luiza Albuquerque;Masculino;PIX
08/03/2024;912109;Rio de Janeiro;Leandro da Costa;Schutz;Cecília Brito;Masculino;Cartão de débito
13/03/2024;474963;São Paulo;Pedro Lucas da Luz;Predator;Heloisa Oliveira;Feminino;PIX
10/03/2024;546417;Belo Horizonte;Maitê Jesus;Jordan;Felipe Jesus;Masculino;Cartão de crédito
05/03/2024;566850;São Paulo;Pietro Alves;Melissa;Dra. Joana Pacheco;Masculino;Cartão de crédito
12/03/2024;573817;Curitiba;Gael Henrique Siqueira;Palha;Ravi Lucca Silveira;Feminino;Cartão de crédito
18/03/2024;751986;Belo Horizonte;Thales Viana;Blazer;Caroline da Rosa;Feminino;Cartão de débito
25/03/2024;655114;Belo Horizonte;Dr. Marcelo Teixeira;Palace;Maria Eduarda Ribeiro;Masculino;Cartão de crédito
28/03/2024;999366;Belo Horizonte;Thales Viana;Palace;Amanda Aragão;Feminino;PIX
15/03/2024;946231;Rio de Janeiro;Rafaela Rodrigues;Melissa;Leonardo Aparecida;Masculino;Cartão de crédito
15/03/2024;968944;São Paulo;Dr. Lorenzo Camargo;Copa;Alana Silva;Feminino;Cartão de crédito
21/03/2024;692139;Porto Alegre;Enzo Gabriel Guerra;Alpargata;Dr. Mathias Lopes;Feminino;Cartão de crédito
09/03/2024;550329;Curitiba;Valentim Barbosa;Anabela;Henrique Abreu;Masculino;PIX
15/03/2024;233707;Belo Horizonte;Dr. Marcelo Teixeira;Papete;Luara da Luz;Feminino;Cartão de crédito
07/03/2024;737855;Curitiba;Luiz Henrique Nogueira;Schutz;Lunna Moraes;Feminino;Cartão de débito
14/03/2024;394450;Porto Alegre;Marina da Mota;Nemeziz;Sr. Juan Azevedo;Feminino;PIX
21/03/2024;537122;São Paulo;Theo da Cruz;Rasteira;Sra. Maria Júlia Albuquerque;Masculino;Cartão de débito
19/03/2024;386694;Belo Horizonte;Thales Viana;Alpargata;Esther Farias;Feminino;PIX
21/03/2024;397048;Porto Alegre;Mathias Leão;X;Eloah da Cunha;Feminino;Cartão de débito
21/03/2024;799082;São Paulo;Pedro Lucas da Luz;Copa;Srta. Emanuella Rodrigues;Masculino;Cartão de débito
02/03/2024;187108;Porto Alegre;Isabelly Cirino;Copa;Emilly Marques;Masculino;Cartão de débito
04/03/2024;775403;São Paulo;Dr. Lorenzo Camargo;Vermelha;Luiz Miguel Pinto;Masculino;Cartão de crédito
28/03/2024;198210;São Paulo;Pietro Alves;Blazer;Carolina Teixeira;Masculino;PIX
07/03/2024;467783;São Paulo;Nathan Montenegro;Rasteira;Allana Duarte;Feminino;PIX
06/03/2024;710189;Porto Alegre;Igor Porto;Anabela;Heloísa Macedo;Feminino;Cartão de débito
11/03/2024;552758;Curitiba;Samuel das Neves;Blazer;Sr. João Pedro Santos;Masculino;Cartão de crédito
13/03/2024;226678;Curitiba;Pedro Henrique Casa Grande;Topper;Antony Sousa;Masculino;Cartão de débito
04/03/2024;646124;Rio de Janeiro;Leandro da Costa;Tiririca;Arthur Ferreira;Feminino;PIX
07/03/2024;943957;Belo Horizonte;Francisco Macedo;Anabela;Mariana Rios;Feminino;PIX
22/03/2024;711208;Rio de Janeiro;João da Luz;Lacoste;Aylla da Conceição;Masculino;PIX
10/03/2024;169787;Rio de Janeiro;João da Luz;Papete;Luigi Novais;Feminino;PIX
19/04/2024;380173;São Paulo;Theo da Cruz;Alpargata;Lavínia Cirino;Masculino;Cartão de crédito
20/04/2024;843773;Rio de Janeiro;Dr. Luigi Nascimento;Palace;Yuri Rezende;Feminino;Cartão de débito
23/04/2024;261645;Belo Horizonte;Maitê Jesus;Mercurial;Ana Cecília da Cruz;Masculino;Cartão de débito
18/04/2024;308904;São Paulo;Theo da Cruz;Lacoste;Otto Castro;Feminino;PIX
06/04/2024;981066;Rio de Janeiro;João da Luz;Schutz;Dra. Catarina Pinto;Masculino;PIX
19/04/2024;955007;São Paulo;Theo da Cruz;Predator;Emanuel Aragão;Feminino;Cartão de crédito
27/04/2024;633005;Curitiba;Pedro Henrique Casa Grande;Havaianas;Camila da Luz;Feminino;PIX
13/04/2024;321521;Rio de Janeiro;João Miguel Fonseca;Vizzano;Juan Rezende;Masculino;Cartão de débito
27/04/2024;276804;Rio de Janeiro;João da Luz;Air Force 1;Calebe da Luz;Masculino;Cartão de crédito
03/04/2024;732462;Rio de Janeiro;Rafaela Rodrigues;Blazer;Esther Nogueira;Feminino;Cartão de débito
30/04/2024;689606;São Paulo;Pietro Alves;Topper;Isabel Pastor;Masculino;Cartão de débito
12/04/2024;205839;São Paulo;Theo da Cruz;Melissa;João Vitor Moreira;Feminino;Cartão de débito
20/04/2024;624500;Rio de Janeiro;Leandro da Costa;X;Sr. Davi Miguel Guerra;Masculino;Cartão de débito
14/04/2024;186605;Curitiba;Samuel das Neves;Alpargata;Sra. Bárbara Sales;Feminino;PIX
07/04/2024;560301;Belo Horizonte;Sr. Valentim Duarte;Air Force 1;Isadora Nogueira;Feminino;Cartão de crédito
08/04/2024;318078;São Paulo;Murilo Cavalcante;Schutz;Henry Monteiro;Masculino;Cartão de débito
07/04/2024;213196;Porto Alegre;Marina da Mota;Anabela;Dr. Apollo Melo;Masculino;Cartão de débito
28/04/2024;238758;São Paulo;Nathan Montenegro;Copa;Dr. Ryan Vieira;Masculino;Cartão de débito
13/04/2024;375812;Porto Alegre;Dr. Davi Luiz Rezende;Havaianas;Matteo Costela;Masculino;Cartão de crédito
15/04/2024;691820;Porto Alegre;Davi Luiz Farias;Palha;Júlia Nogueira;Masculino;Cartão de crédito
14/04/2024;915650;Rio de Janeiro;João Miguel Fonseca;Blazer;Natália Araújo;Feminino;Cartão de débito
13/04/2024;230186;Belo Horizonte;Dr. Luan Borges;Anabela;Henrique Pereira;Masculino;Cartão de débito
18/04/2024;563475;Belo Horizonte;Francisco Macedo;Melissa;Dra. Maria Helena Mendes;Masculino;Cartão de crédito
27/04/2024;106632;Porto Alegre;Dr. Davi Luiz Rezende;Cambio;Alexandre Pereira;Feminino;Cartão de crédito
01/04/2024;959172;São Paulo;Theo da Cruz;Air Force 1;Camila Lopes;Feminino;Cartão de crédito
05/04/2024;586031;Belo Horizonte;Dr. Marcelo Teixeira;Air Force 1;Marcos Vinicius Costa;Masculino;Cartão de crédito
08/04/2024;982500;Belo Horizonte;Maitê Jesus;Blazer;Isabela Ribeiro;Masculino;Cartão de crédito
29/04/2024;366444;Porto Alegre;Isabelly Cirino;Dunk;Thomas Cavalcanti;Masculino;PIX
01/04/2024;768698;Belo Horizonte;Thales Viana;Mercurial;Larissa Garcia;Feminino;Cartão de débito
16/04/2024;209511;São Paulo;Pietro Alves;Rasteira;Sra. Sophie Moreira;Masculino;Cartão de crédito
23/04/2024;259622;Rio de Janeiro;Dr. Luigi Nascimento;Nemeziz;Maria Clara Freitas;Masculino;Cartão de crédito
13/04/2024;376968;Curitiba;Luiz Henrique Nogueira;Mercurial;Sra. Caroline Pimenta;Feminino;Cartão de débito
26/04/2024;603934;Porto Alegre;Igor Porto;Beira Rio;Isabelly Siqueira;Masculino;Cartão de crédito
12/04/2024;296502;Curitiba;Gael Henrique Siqueira;Havaianas;Srta. Lavínia Sá;Feminino;PIX
14/04/2024;770124;Curitiba;Samuel das Neves;Alpargata;Heloisa Aragão;Masculino;PIX
23/04/2024;683985;Rio de Janeiro;João da Luz;Palace;Juliana Abreu;Feminino;Cartão de crédito
14/04/2024;228982;Porto Alegre;Dr. Davi Luiz Rezende;Vermelha;Ana Laura Correia;Masculino;PIX
18/04/2024;742585;Curitiba;Oliver Sales;Blazer;Felipe Brito;Masculino;Cartão de crédito
21/04/2024;966405;Rio de Janeiro;Leandro da Costa;Anabela;Bruna da Rocha;Masculino;PIX
10/04/2024;581915;Curitiba;Luiz Henrique Nogueira;Air Force 1;Alice Moraes;Masculino;Cartão de débito
23/04/2024;159998;Rio de Janeiro;Dr. Breno Ramos;Havaianas;Marcelo Moraes;Masculino;Cartão de crédito
03/04/2024;243509;Rio de Janeiro;João Miguel Fonseca;Dunk;Diogo Pereira;Masculino;Cartão de crédito
24/04/2024;338113;Rio de Janeiro;João da Luz;Nemeziz;Antonella da Rocha;Masculino;PIX
07/04/2024;561900;Belo Horizonte;Francisco Macedo;Nemeziz;Dom Santos;Masculino;Cartão de débito
25/04/2024;207093;São Paulo;Pietro Alves;Cambio;Benjamim Cirino;Feminino;PIX
25/04/2024;320056;Belo Horizonte;Dr. Luan Borges;Schutz;Maria Júlia Macedo;Masculino;PIX
20/04/2024;397208;Rio de Janeiro;João Miguel Fonseca;Melissa;Nicole Caldeira;Feminino;Cartão de débito
08/04/2024;682179;Belo Horizonte;Thales Viana;Alpargata;Dr. Rael Lima;Feminino;Cartão de débito
08/04/2024;150800;Rio de Janeiro;Rafaela Rodrigues;Blazer;Dra. Clara Jesus;Feminino;Cartão de crédito
27/04/2024;557191;São Paulo;Dr. Lorenzo Camargo;Mercurial;Sarah Gonçalves;Masculino;Cartão de crédito
04/04/2024;637716;São Paulo;Pedro Lucas da Luz;Anabela;Manuella da Luz;Masculino;Cartão de crédito
03/04/2024;648792;Rio de Janeiro;Dr. Breno Ramos;Papete;Alice Costela;Feminino;Cartão de crédito
26/04/2024;779133;Belo Horizonte;Thales Viana;Anabela;Camila Garcia;Masculino;Cartão de débito
11/04/2024;344308;Curitiba;Samuel das Neves;Jordan;Nathan Barros;Feminino;Cartão de débito
12/04/2024;880078;Porto Alegre;Mathias Leão;Blazer;Dr. Leandro Pastor;Feminino;Cartão de débito
13/04/2024;632736;São Paulo;Murilo Cavalcante;Nemeziz;Zoe Vargas;Masculino;PIX
11/04/2024;101915;Rio de Janeiro;Pedro Aparecida;Beira Rio;Srta. Eduarda Nunes;Masculino;PIX
23/04/2024;269096;Belo Horizonte;Dr. Luan Borges;Alpargata;Noah Novais;Feminino;PIX
11/04/2024;293628;Belo Horizonte;Sr. Valentim Duarte;Rasteira;Levi Borges;Masculino;Cartão de crédito
27/04/2024;986875;Belo Horizonte;Clarice Nogueira;Papete;Rhavi Montenegro;Feminino;PIX
01/04/2024;612279;Belo Horizonte;Maitê Jesus;Papete;Theo Cunha;Feminino;PIX
14/04/2024;228402;Porto Alegre;Enzo Gabriel Guerra;Copa;Kamilly Câmara;Masculino;Cartão de crédito
09/04/2024;682328;Belo Horizonte;Francisco Macedo;Anabela;Sara Oliveira;Feminino;PIX
14/04/2024;352522;Belo Horizonte;Clarice Nogueira;Nemeziz;Dra. Maria Flor Oliveira;Masculino;PIX
24/04/2024;587473;São Paulo;Theo da Cruz;Vizzano;Oliver Pimenta;Feminino;PIX
29/04/2024;541902;Porto Alegre;Marina da Mota;Melissa;Isis Freitas;Masculino;Cartão de crédito
24/04/2024;682141;Rio de Janeiro;Dr. Luigi Nascimento;Topper;Dra. Helena Vargas;Masculino;PIX
04/04/2024;783094;Rio de Janeiro;Dr. Breno Ramos;Alpargata;Aylla Nunes;Masculino;PIX
04/04/2024;158274;São Paulo;Nathan Montenegro;Predator;Ana Laura Abreu;Masculino;PIX
26/04/2024;427818;Rio de Janeiro;Rafaela Rodrigues;Papete;Manuela da Costa;Feminino;PIX
21/04/2024;518760;Curitiba;Pedro Henrique Casa Grande;Papete;Isabella Vieira;Feminino;Cartão de crédito
20/04/2024;206395;Porto Alegre;Isabelly Cirino;Lacoste;Alexandre Peixoto;Masculino;PIX
30/04/2024;666862;São Paulo;Valentim da Paz;Schutz;Henrique Cardoso;Masculino;Cartão de débito
19/04/2024;445672;Belo Horizonte;Francisco Macedo;Tiririca;Júlia Fonseca;Feminino;Cartão de crédito
09/04/2024;826592;Porto Alegre;Enzo Gabriel Guerra;Lacoste;Fernando Peixoto;Feminino;Cartão de crédito
05/04/2024;390638;Porto Alegre;Marina da Mota;Air Force 1;Alexandre Montenegro;Masculino;Cartão de débito
06/04/2024;401650;São Paulo;Nathan Montenegro;Copa;João Guilherme Correia;Masculino;PIX
20/04/2024;252903;Belo Horizonte;Francisco Macedo;Havaianas;Fernando Martins;Feminino;Cartão de débito
02/04/2024;515297;Rio de Janeiro;Pedro Aparecida;Havaianas;Sr. João Felipe Moraes;Feminino;PIX
02/04/2024;423468;Curitiba;Valentim Barbosa;Copa;Melina Ferreira;Masculino;PIX
28/04/2024;984600;Belo Horizonte;Clarice Nogueira;Palha;Valentina Farias;Feminino;Cartão de débito
25/04/2024;622697;Belo Horizonte;Dr. Luan Borges;Dunk;Maria Alice Mendonça;Feminino;Cartão de crédito
06/04/2024;589732;Porto Alegre;Enzo Gabriel Guerra;Palha;Pedro Miguel Silveira;Feminino;Cartão de débito
30/04/2024;896830;Curitiba;Valentim Barbosa;Topper;Alícia Novais;Feminino;PIX
23/04/2024;502002;Porto Alegre;Mathias Leão;Vermelha;Laura Ribeiro;Feminino;PIX
05/04/2024;196837;Curitiba;Valentim Barbosa;Predator;Antônio Fernandes;Masculino;Cartão de débito
16/04/2024;848217;Rio de Janeiro;João Miguel Fonseca;Rasteira;Henrique Freitas;Masculino;PIX
18/04/2024;987573;Porto Alegre;Igor Porto;Nemeziz;Ayla Dias;Masculino;PIX
14/04/2024;441501;Porto Alegre;Enzo Gabriel Guerra;Dunk;Luiz Henrique Rezende;Feminino;PIX
19/04/2024;103081;Porto Alegre;Marina da Mota;Papete;Clara da Rosa;Masculino;PIX
11/04/2024;257439;Curitiba;Sr. Luan Fernandes;Tiririca;Caio Freitas;Feminino;Cartão de débito
20/04/2024;237071;Belo Horizonte;Clarice Nogueira;Vermelha;Jade da Cunha;Masculino;Cartão de crédito
17/04/2024;749189;São Paulo;Murilo Cavalcante;Blazer;Isabelly Rocha;Masculino;Cartão de débito
09/04/2024;637411;Belo Horizonte;Sr. Valentim Duarte;Papete;Srta. Giovanna Sousa;Masculino;Cartão de débito
16/04/2024;668075;Curitiba;Gael Henrique Siqueira;Blazer;Heitor Novais;Masculino;PIX
22/04/2024;766986;Curitiba;Pedro Henrique Casa Grande;Vermelha;Maria Alice Lima;Masculino;Cartão de débito
13/04/2024;127271;São Paulo;Nathan Montenegro;Vermelha;Srta. Isadora da Rosa;Masculino;PIX
18/04/2024;811936;Porto Alegre;Isabelly Cirino;Nemeziz;Samuel Camargo;Feminino;PIX
08/04/2024;562937;Rio de Janeiro;Dr. Luigi Nascimento;Melissa;Matheus Montenegro;Feminino;Cartão de crédito
10/04/2024;797008;Belo Horizonte;Thales Viana;Dunk;Ana Júlia Duarte;Masculino;Cartão de débito
21/04/2024;651234;Porto Alegre;Igor Porto;Topper;Dr. Théo da Cruz;Masculino;Cartão de débito
07/04/2024;176700;Belo Horizonte;Sr. Valentim Duarte;Blazer;Dra. Maria Nascimento;Feminino;PIX
01/04/2024;579012;São Paulo;Pedro Lucas da Luz;Copa;Henrique da Cunha;Feminino;Cartão de débito
26/04/2024;333436;Belo Horizonte;Maitê Jesus;Tiririca;João Lucas Ramos;Feminino;Cartão de crédito
13/04/2024;652617;São Paulo;Dr. Lorenzo Camargo;Nemeziz;Pedro Miguel Fogaça;Masculino;Cartão de débito
28/04/2024;519314;Rio de Janeiro;Dr. Luigi Nascimento;Palha;Davi Miguel Costa;Masculino;PIX
01/04/2024;937512;São Paulo;Nathan Montenegro;Anabela;Ísis Pacheco;Masculino;PIX
27/04/2024;190608;Curitiba;Luiz Henrique Nogueira;Palha;Daniel Rodrigues;Masculino;PIX
12/04/2024;136159;Rio de Janeiro;João da Luz;Predator;Benjamim da Mata;Masculino;PIX
05/04/2024;277602;Porto Alegre;Mathias Leão;Topper;Amanda Alves;Masculino;Cartão de débito
22/04/2024;819789;Belo Horizonte;Dr. Luan Borges;Vizzano;Pietra da Mata;Feminino;Cartão de crédito
07/04/2024;843463;Rio de Janeiro;João Miguel Fonseca;Predator;Bryan Nunes;Feminino;Cartão de débito
01/04/2024;907965;São Paulo;Pietro Alves;Vermelha;Ester Mendonça;Feminino;Cartão de débito
29/04/2024;957725;Curitiba;Samuel das Neves;Rasteira;Maria Júlia Cassiano;Feminino;Cartão de débito
02/04/2024;833579;Belo Horizonte;Sr. Valentim Duarte;Palha;Pedro Lucas Macedo;Feminino;Cartão de crédito
11/04/2024;355313;São Paulo;Pedro Lucas da Luz;Topper;Luara Barbosa;Masculino;Cartão de débito
20/04/2024;286937;Curitiba;Gael Henrique Siqueira;Vizzano;Dra. Letícia Lima;Masculino;PIX
04/04/2024;237790;Curitiba;Luiz Henrique Nogueira;Copa;Maria Eduarda Dias;Masculino;Cartão de crédito
14/04/2024;170051;Curitiba;Oliver Sales;Predator;Ana Júlia Cavalcante;Feminino;Cartão de crédito
03/04/2024;794897;Curitiba;Gael Henrique Siqueira;Papete;Dra. Mariah das Neves;Feminino;Cartão de débito
05/04/2024;489452;Porto Alegre;Igor Porto;Schutz;Vitor Nogueira;Feminino;Cartão de crédito
02/04/2024;867821;Porto Alegre;Marina da Mota;Anabela;Sr. Vitor Hugo Campos;Masculino;PIX
23/04/2024;352723;Belo Horizonte;Francisco Macedo;Predator;Matheus Câmara;Feminino;Cartão de débito
17/04/2024;896671;São Paulo;Valentim da Paz;Alpargata;Bárbara Rezende;Masculino;PIX
22/04/2024;866540;Porto Alegre;Marina da Mota;Cambio;Srta. Isabella Machado;Masculino;PIX
28/04/2024;521054;Curitiba;Luiz Henrique Nogueira;Lacoste;Ana Lívia Nunes;Feminino;Cartão de crédito
26/04/2024;691003;Porto Alegre;Isabelly Cirino;X;Ana Beatriz Pinto;Feminino;Cartão de débito
05/04/2024;158692;Porto Alegre;Igor Porto;Havaianas;Manuela Ribeiro;Masculino;PIX
24/04/2024;803583;Belo Horizonte;Dr. Marcelo Teixeira;Rasteira;Gabrielly Melo;Feminino;PIX
02/04/2024;418652;São Paulo;Murilo Cavalcante;Alpargata;Srta. Luísa Mendes;Masculino;Cartão de crédito
11/04/2024;556572;Rio de Janeiro;João da Luz;Anabela;Marcos Vinicius Pacheco;Feminino;Cartão de débito
30/04/2024;497946;São Paulo;Nathan Montenegro;Vizzano;Stephany Farias;Feminino;Cartão de crédito
21/04/2024;900426;Porto Alegre;Dr. Davi Luiz Rezende;X;Gustavo Duarte;Masculino;Cartão de crédito
16/04/2024;614352;Rio de Janeiro;João Miguel Fonseca;Lacoste;Yasmin Abreu;Masculino;Cartão de crédito
03/04/2024;690720;Curitiba;Luiz Henrique Nogueira;Blazer;Sophie Nascimento;Feminino;Cartão de débito
23/04/2024;691352;Rio de Janeiro;Dr. Luigi Nascimento;Jordan;Maria Helena Pastor;Feminino;Cartão de crédito
24/04/2024;812701;Porto Alegre;Isabelly Cirino;Palace;Dante Caldeira;Feminino;Cartão de crédito
20/04/2024;544075;Porto Alegre;Davi Luiz Farias;Vermelha;Eduardo Montenegro;Masculino;PIX
01/04/2024;504395;Porto Alegre;Dr. Davi Luiz Rezende;Nemeziz;Maria Alice Pimenta;Feminino;Cartão de débito
17/04/2024;240381;Curitiba;Sr. Luan Fernandes;Jordan;Alana Barbosa;Masculino;PIX
15/04/2024;394672;Rio de Janeiro;Leandro da Costa;Vizzano;Diogo da Cunha;Masculino;PIX
13/04/2024;787629;Rio de Janeiro;Dr. Breno Ramos;Beira Rio;Isabel Costa;Feminino;Cartão de débito
28/04/2024;785668;Rio de Janeiro;Leandro da Costa;Melissa;Ian Macedo;Masculino;PIX
18/05/2024;622263;São Paulo;Pedro Lucas da Luz;Palace;Marina Melo;Masculino;Cartão de débito
09/05/2024;266845;São Paulo;Theo da Cruz;Tiririca;João Miguel Ferreira;Feminino;PIX
17/05/2024;941768;São Paulo;Theo da Cruz;Mercurial;Carlos Eduardo Pimenta;Masculino;PIX
22/05/2024;909255;Curitiba;Luiz Henrique Nogueira;Havaianas;Bianca Porto;Feminino;Cartão de crédito
20/05/2024;932717;Rio de Janeiro;Pedro Aparecida;Copa;Dom Aparecida;Feminino;Cartão de crédito
18/05/2024;831535;Belo Horizonte;Maitê Jesus;X;Olivia Sousa;Masculino;Cartão de débito
